taxon_oid,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range
2022920005,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - YNP8 OSP Spring",DOE Joint Genome Institute (JGI),2022920005.0,Metagenome Analysis,Gp0051324,"Yellowstone National Park, WY",44.733519,-110.7,,3.3,,,70 C,17390485,27857,3.0,70.0,3.3,3.3,3.3,3.3,0.0
2022920006,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP13 Bechler Spring",DOE Joint Genome Institute (JGI),,Metagenome Analysis,Gp0051325,"Yellowstone National Park, Wyoming, USA",44.286,-110.8785,,7.8,,,81,11778110,19407,,81.0,7.8,7.8,7.8,7.8,0.0
2022920007,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - YNP14 OSP Spring",DOE Joint Genome Institute (JGI),2022920007.0,Metagenome Analysis,Gp0051332,"Yellowstone National Park, WY",44.733473,-110.70007,,3.5,,,73 C,12043598,19672,2.0,73.0,3.5,3.5,3.5,3.5,0.0
2022920008,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP4 Joseph's Coat Springs",DOE Joint Genome Institute (JGI),2022920008.0,Metagenome Analysis,Gp0051338,"Yellowstone National Park, WY",44.733519,-110.333,,6.1,,,76 C,14407932,21034,4.0,76.0,6.1,6.1,6.1,6.1,0.0
2022920009,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP1 Alice Springs, Crater Hills",DOE Joint Genome Institute (JGI),2022920009.0,Metagenome Analysis,Gp0051340,"Yellowstone National Park, WY",44.6533633,-110.4776669,,2.1,,,70 C,7436946,10602,1.0,70.0,2.1,2.1,2.1,2.1,0.0
2022920010,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP9 Dragon Spring, Norris Geyser Basin",DOE Joint Genome Institute (JGI),2022920010.0,Metagenome Analysis,Gp0051343,"Yellowstone National Park, WY",44.7318889,-110.7110833,,3.1,,,70 C,13542958,20567,4.0,70.0,3.1,3.1,3.1,3.1,0.0
2022920011,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP12 Calcite Springs, Tower Falls Region",DOE Joint Genome Institute (JGI),2022920011.0,Metagenome Analysis,Gp0051344,"Yellowstone National Park, WY",44.90485,-110.404033,,7.8,,,70 C,12130906,17671,2.0,70.0,7.8,7.8,7.8,7.8,0.0
2022920012,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP11 Octopus Springs",DOE Joint Genome Institute (JGI),2022920012.0,Metagenome Analysis,Gp0051345,"Yellowstone National Park, WY",44.5340836,-110.7978895,,7.9,,,82 C,18442734,28729,4.0,82.0,7.9,7.9,7.9,7.9,0.0
2022920013,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP7 Chocolate Pots",DOE Joint Genome Institute (JGI),2022920013.0,Metagenome Analysis,Gp0051243,"Yellowstone National Park, WY",44.710087,-110.7413395,,6,,,52.9 C,27959912,41922,2.0,52.9,6.0,6.0,6.0,6.0,0.0
2022920016,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP15 Mushroom Spring",DOE Joint Genome Institute (JGI),2022920016.0,Metagenome Analysis,Gp0051220,"Yellowstone National Park, WY",44.538694,-110.797972,,8.2,,,59.9 C,32326855,58724,0.0,59.9,8.2,8.2,8.2,8.2,0.0
2022920017,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP19 Cistern Spring",DOE Joint Genome Institute (JGI),2022920017.0,Metagenome Analysis,Gp0051248,"Yellowstone National Park, WY",44.7230812,-110.7040247,,4.4,,,76 C,13622363,20366,5.0,76.0,4.4,4.4,4.4,4.4,0.0
2022920018,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP16 Fairy Spring Red Layer",DOE Joint Genome Institute (JGI),2022920018.0,Metagenome Analysis,Gp0051404,"Yellowstone National Park, WY",44.533365,-110.849887,,9-9.2,,,36 C,31835426,56207,0.0,36.0,,9.0,9.2,9.1,0.1999999999999993
2022920019,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP18 Washburn Springs #1",DOE Joint Genome Institute (JGI),2022920019.0,Metagenome Analysis,Gp0051405,"Yellowstone National Park, WY",44.7649458,-110.4303679,,6.4,,,76 C,29273225,53782,1.0,76.0,6.4,6.4,6.4,6.4,0.0
2022920020,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP20 Bath Lake Vista Annex - Purple-Sulfur Mats",DOE Joint Genome Institute (JGI),2022920020.0,Metagenome Analysis,Gp0051402,"Yellowstone National Park, WY",44.96507,-110.71215,,6.2-6.3,,,52 C,34156953,60725,0.0,52.0,,6.2,6.3,6.25,0.09999999999999964
2022920021,*Microbiome,Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP17 Obsidian Pool Prime",DOE Joint Genome Institute (JGI),2022920021.0,Metagenome Analysis,Gp0051383,"Yellowstone National Park, WY",44.733519,-110.404033,,5.7,,,56 C,18742162,31932,1.0,56.0,5.7,5.7,5.7,5.7,0.0
2025206004,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from the Great Boiling Springs, Nevada, USA",Sample 300,,2025206004.0,Metagenome Analysis,Gp0051498,"Great Boiling Springs thermal field, Nevada",40.652,-119.372,,6.5,,,,456216751,897526,0.0,,6.5,6.5,6.5,6.5,0.0
2028778003,*Microbiome,Permanent Draft,"Hot springs sediment microbial communities from the Great Boiling Springs, Nevada, USA",Sample 300,,2028778003.0,Metagenome Analysis,Gp0051498,"Great Boiling Springs thermal field, Nevada",40.652,-119.372,,6.5,,,,6137913,8244,3.0,,6.5,6.5,6.5,6.5,0.0
2053563014,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring sediment microbial communities from Great Boiling Spring, Nevada - surface sediment",DOE Joint Genome Institute (JGI),2053563014.0,Metagenome Analysis,Gp0051565,"Great Boiling Spring, Nevada",40.65833,-119.37772,,6.37,,,,48184699,93338,10.0,,6.37,6.37,6.37,6.37,0.0
2058419004,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring viral communities from Great Boiling Spring, Nevada -",DOE Joint Genome Institute (JGI),2058419004.0,Metagenome Analysis,Gp0051787,"Great Boiling Spring, Nevada",40.65833,-119.37772,,6.37,,,,27375388,74224,0.0,,6.37,6.37,6.37,6.37,0.0
2077657000,*Microbiome,Permanent Draft,"Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA","Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA - B1",Mogene LC,2077657000.0,Metagenome Analysis,Gp0051733,Southwest Oklahoma,35.100293,-98.749601,,6.68-7.05,,,,29898767,85652,0.0,,,6.68,7.05,6.865,0.3700000000000001
2077657001,*Microbiome,Permanent Draft,"Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA","Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA - B3",Mogene LC,2077657001.0,Metagenome Analysis,Gp0051734,Southwest Oklahoma,35.100293,-98.749601,,6.68-7.05,,,,39374125,112522,0.0,,,6.68,7.05,6.865,0.3700000000000001
2077657002,*Microbiome,Permanent Draft,"Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA","Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA - B4",Mogene LC,2077657002.0,Metagenome Analysis,Gp0051732,Southwest Oklahoma,35.100293,-98.749601,,6.68-7.05,,,,39726144,110752,0.0,,,6.68,7.05,6.865,0.3700000000000001
2077657023,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - sample OSP_B",DOE Joint Genome Institute (JGI),,Metagenome Analysis,Gp0051964,"One Hundred Springs Plain, Yellowstone National Park",44.7315,-110.711389,,3.5,,,73.5,9737318,19519,,73.5,3.5,3.5,3.5,3.5,0.0
2077657024,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - OSP_C",DOE Joint Genome Institute (JGI),,Metagenome Analysis,Gp0051965,"One Hundred Springs Plain, Yellowstone National Park",44.7315,-110.711389,,3.5,,,73.5,35803982,81130,,73.5,3.5,3.5,3.5,3.5,0.0
2081372013,*Microbiome,Permanent Draft,"Hot spring microbial community from Yellowstone National Park, US","Hot spring microbial communities from Yellowstone National Park, USA - Norris Geyser Basin sample",DOE Joint Genome Institute (JGI),2081372013.0,Metagenome Analysis,Gp0051969,Yellowstone National Park Norris Geyser Basin,44.732778,-110.708889,,3.6,,,70 C,11197662,18118,3.0,70.0,3.6,3.6,3.6,3.6,0.0
2084038001,*Microbiome,Finished,"Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA","Sulfur spring sediment and crust microbial communities from Zodletone, Oklahoma, USA - B1_filtered",Mogene LC,2084038001.0,Metagenome Analysis,Gp0051759,Southwest Oklahoma,35.100293,-98.749601,,6.68-7.05,,,,15412187,45206,0.0,,,6.68,7.05,6.865,0.3700000000000001
2084038020,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring microbial communities from Great Boiling Spring, Nevada - sample 1",DOE Joint Genome Institute (JGI),2084038020.0,Metagenome Analysis,Gp0051564,"Great Boiling Spring, Nevada",40.6614,-119.36622,,6.37,,,,7181123,14352,2.0,,6.37,6.37,6.37,6.37,0.0
2084038022,*Microbiome,Permanent Draft,"Hot spring microbial community from Yellowstone National Park, US","Hot spring microbial community from Yellowstone National Park, USA - OSP",DOE Joint Genome Institute (JGI),2084038022.0,Metagenome Analysis,Gp0051902,Yellowstone National Park,44.560318,-110.708889,,3.6,,,58 C,29471542,83480,0.0,58.0,3.6,3.6,3.6,3.6,0.0
2100351008,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_E",DOE Joint Genome Institute (JGI),2100351008.0,Metagenome Analysis,Gp0052141,"Norris Geyser Basin, Yellowstone National Park",44.733,-110.708917,,2.84,,,62 C,66680933,140835,3.0,62.0,2.84,2.84,2.84,2.84,0.0
2119805004,*Microbiome,Permanent Draft,"Hot spring nanoarchaeal communities from Obsidian Pool, Yellowstone National Park",Obsidian Pool,"HudsonAlpha Institute for Biotechnology, Oak Ridge National Laboratory",2119805004.0,Metagenome Analysis,Gp0052312,"Obsidian Pool, Yellowstone National Park, USA",44.6,-110.433,,,,,74 C,6329305,16136,0.0,74.0,,,,,
2119805006,*Microbiome,Permanent Draft,"Hot spring nanoarchaeal communities from Obsidian Pool, Yellowstone National Park",Enrichment of Obsidian Pool sample,"HudsonAlpha Institute for Biotechnology, Oak Ridge National Laboratory",2119805006.0,Metagenome Analysis,Gp0052313,"Obsidian Pool, Yellowstone National Park, USA",44.6,-110.433,,,,,75 C,53423776,139910,0.0,75.0,,,,,
2119805007,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from Beowulf Spring, Yellowstone National Park, Wyoming, USA - YNP_Beowulf Spring_D",DOE Joint Genome Institute (JGI),2119805007.0,Metagenome Analysis,Gp0052315,USA: Wyoming,44.733,-110.709,,2.85,,,68 C,60745063,128754,3.0,68.0,2.85,2.85,2.85,2.85,0.0
2124908031,*Microbiome,Permanent Draft,"Hot spring nanoarchaeal communities from Obsidian Pool, Yellowstone National Park",Obsidian Pool,"HudsonAlpha Institute for Biotechnology, Oak Ridge National Laboratory",2124908031.0,Metagenome Analysis,Gp0052312,"Obsidian Pool, Yellowstone National Park, USA",44.6,-110.433,,,,,74 C,8362165,17835,1.0,74.0,,,,,
2140918001,*Microbiome,Permanent Draft,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA","Hot spring microbial communities from One Hundred Springs Plain, Yellowstone National Park, Wyoming, USA - OSP_D",DOE Joint Genome Institute (JGI),,Metagenome Analysis,Gp0051966,"One Hundred Springs Plain, Yellowstone National Park",44.7315,-110.711389,,3.5,,,73.5,27950878,65506,,73.5,3.5,3.5,3.5,3.5,0.0
2263196004,Bacteria,Permanent Draft,Thermomicrobium sp. HL1,Thermomicrobium sp. HL1,San Francisco State University,2263196004.0,Genome Analysis (Isolate),Gp0018176,"Yellowstone National Park, WY, USA",44.3023,-110.5199,,8,,,,2865328,2995,0.0,,8.0,8.0,8.0,8.0,0.0
2504756006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Thermodesulfobium narugense Na82, DSM 14796",DOE Joint Genome Institute (JGI),2504756006.0,Genome Analysis (Isolate),Gp0003687,"Narugo hot spring; Miyagi prefecture,  Japan",38.743434,140.71658,,,,,50 C,1898865,1910,0.0,50.0,,,,,
2504756058,Bacteria,Finished,DOEM_782007,Thermoanaerobacter wiegelii Rt8.B1,DOE Joint Genome Institute (JGI),2504756058.0,Genome Analysis (Isolate),Gp0004424,"Rotorua, New Zealand",-38.139,176.247,,,,,65 C,2785056,2888,0.0,65.0,,,,,
2505313064,Archaea,Permanent Draft,Thermofilum sp.,Thermofilum sp.,,2505313064.0,Genome Analysis (Isolate),Gp0010690,"Great Boiling Springs thermal field, Nevada",40.652,-119.372,,6.5,,,,3521254,2297,0.0,,6.5,6.5,6.5,6.5,0.0
2505679006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Treponema caldarium DSM 7334,DOE Joint Genome Institute (JGI),2505679006.0,Genome Analysis (Isolate),Gp0000377,"Hunter's Hot Spring, Oregon",42.22179,-120.367935,,6.5-8,,,50 C,3239340,2928,0.0,50.0,,6.5,8.0,7.25,1.5
2505679031,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Rubrobacter radiotolerans DSM 5868,DOE Joint Genome Institute (JGI),2505679031.0,Genome Analysis (Isolate),Gp0004361,,,,,,,,37 C,3398074,3317,0.0,37.0,,,,,
2505679052,Archaea,Permanent Draft,Ignisphaera sp.,Ignisphaera sp.,,2505679052.0,Genome Analysis (Isolate),Gp0010655,"Great Boiling Springs thermal field, Nevada",40.652,-119.372,,6.5,,,,3855392,2074,0.0,,6.5,6.5,6.5,6.5,0.0
2506381022,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Spirochaeta thermophila Z-1203, DSM 6578",DOE Joint Genome Institute (JGI),2506381022.0,Genome Analysis (Isolate),Gp0004423,Shiashkoten island,48.826,154.125,,,,,65 C,2560222,2350,0.0,65.0,,,,,
2506485007,Bacteria,Finished,BESC Fast Track Microbial Sequencing,"Caldicellulosiruptor lactoaceticus 6A, DSM 9545",DOE Joint Genome Institute (JGI),2506485007.0,Genome Analysis (Isolate),Gp0006340,"Hveragerdi, Iceland",64.000353,-21.200194,,7,,,70 C,2674809,2549,0.0,70.0,7.0,7.0,7.0,7.0,0.0
2507262000,Archaea,Permanent Draft,Haladaptatus paucihalophilus strain DX253 sequencing,Haladaptatus paucihalophilus DX253,University of South Carolina,2507262000.0,Genome Analysis (Isolate),Gp0011206,"Zodletone Spring, south-western Oklahoma, Zodletone Spring, USA",35.059529,-98.470459,,,Halophile,,30 C,4284805,4415,0.0,30.0,,,,,
2508501049,Archaea,Permanent Draft,Whole genome Shotgun Sequencing of a Yellowstone Metagenome Project: Biological Metagenomics and Bio-inspired Energy,Metallosphaera yellowstonensis MK1,"DOE Joint Genome Institute (JGI), SymBio Corporation",2508501049.0,Genome Analysis (Isolate),Gp0005490,"Yellowstone, Montana, USA",44.76,-110.74,,2-3,,,,2817452,3411,0.0,,,2.0,3.0,2.5,1.0
2508501068,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),Thermanaerovibrio velox DSM 12556,DOE Joint Genome Institute (JGI),2508501068.0,Genome Analysis (Isolate),Gp0006354,"Uzon caldera, Kamchatka, Russia",54.518929,159.975815,,,,,60 C,1880838,1810,0.0,60.0,,,,,
2508501108,Bacteria,Finished,"Sequencing Genomes of Environmentally Important Thermophiles in Great Basin hot springs: Thermocrinis ruber, three members of the genus Thermus, and a novel Chloroflexi",Thermus thermophilus JL-18,DOE Joint Genome Institute (JGI),2508501108.0,Genome Analysis (Isolate),Gp0007397,"U.S. Great Basin, Nevada",,,,7.5-7.8,,,,2311212,2508,0.0,,,7.5,7.8,7.65,0.2999999999999998
2510065009,Archaea,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Caldisphaera lagunensis DSM 15908,DOE Joint Genome Institute (JGI),2510065009.0,Genome Analysis (Isolate),Gp0003486,An acidic hot spring; Philippines,,,,,,,75 C,1546846,1591,0.0,75.0,,,,,
2510065032,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),"Meiothermus chliarophilus ALT-8, DSM 9957",DOE Joint Genome Institute (JGI),2510065032.0,Genome Analysis (Isolate),Gp0006316,Alcafache Portugal,40.594649,-7.872571,,,,,50 C,4688964,4645,0.0,50.0,,,,,
2510065088,Bacteria,Permanent Draft,Comparative Genomic Studies of Carbon Monoxide Oxidizing Thermophiles: Genome divergence and Biohydrogen Production,Carboxydothermus ferrireducens DSM 11255,DOE Joint Genome Institute (JGI),2510065088.0,Genome Analysis (Isolate),Gp0006788,"USA, Yellowstone National Park, Calcite Spring area",,,,,,,65 C,2441992,2628,0.0,65.0,,,,,
2511231093,Archaea,Finished,Thermoproteus tenax Kra1,Thermoproteus tenax Kra1,Epidauros Biotechnologie AG,2511231093.0,Genome Analysis (Isolate),Gp0002328,,,,,,,,85 C,1841542,2098,0.0,85.0,,,,,
2511231187,Bacteria,Finished,Thermus sp. CCB_US3_UF1,Thermus sp. CCB_US3_UF1,"University of Science, Malaysia",2511231187.0,Genome Analysis (Isolate),Gp0013444,"Ulu Slim hot spring, Perak, Malaysi",4.807,100.8,,7,,,,2263488,2333,0.0,,7.0,7.0,7.0,7.0,0.0
2512047039,Archaea,Finished,Pyrobaculum genomes,"Pyrobaculum oguniense TE7, DSM 13380","University of California, Santa Cruz",2512047039.0,Genome Analysis (Isolate),Gp0006576,"Oguni-cho, Kumamoto, Japan",32.806322,130.718651,,7-7.5,,,90 C,2452920,2980,0.0,90.0,,7.0,7.5,7.25,0.5
2512564091,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),"Desulfurella acetivorans A63, DSM 5264",DOE Joint Genome Institute (JGI),2512564091.0,Genome Analysis (Isolate),Gp0003682,"Kamchatka peninsula, Uzon vulcano",54.5,159.97,,,,,55 C,1819992,1875,0.0,55.0,,,,,
2512875013,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),Thermocrinis ruber DSM 23557,DOE Joint Genome Institute (JGI),2512875013.0,Genome Analysis (Isolate),Gp0015082,"Octopus Spring in Yellowstone National Park, Wyoming",44.543652,-110.79792,,,,,80 C,1521037,1671,0.0,80.0,,,,,
2513020047,Archaea,Finished,A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon,"Desulfurococcus fermentans Z-1312, DSM 16532",DOE Joint Genome Institute (JGI),2513020047.0,Genome Analysis (Isolate),Gp0003959,"Uzon caldera, Kamchatka, Russia",54.520524,159.968948,,6,,,,1384116,1522,0.0,,6.0,6.0,6.0,6.0,0.0
