,bin_name,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,taxon_oid,temp,total_base,gene_count,copy_number,Domain,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID ,GOLD Analysis Project Type,GOLD Sequencing Project ID,Geographic Location,Latitude,Longitude,Oxygen Concentration,pH,Salinity,Salinity Concentration,Sample Collection Temperature,Genome Size   * assembled,Gene Count   * assembled,Genome Bin Count   * assembled,temperature_num,pH_num,pH_low,pH_high,pH_avg,pH_range,grs_present,estimated genome size
656,3300005300_24,89.83,0,MQ,,,Bacteria,3300005300,,1326028,1399,0,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment S 77C",DOE Joint Genome Institute (JGI),3300005300,Metagenome Analysis,Gp0052399,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,125361107,187608,30,,6.37,6.37,6.37,6.37,0,0,139553720.4
659,3300005300_27,85.11,0,MQ,,,Archaea;Aigarchaeota;unclassified;unclassified;unclassified;unclassified;unclassified,3300005300,,1028768,1128,0,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment S 77C",DOE Joint Genome Institute (JGI),3300005300,Metagenome Analysis,Gp0052399,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,125361107,187608,30,,6.37,6.37,6.37,6.37,0,0,147293040.8
664,3300005300_3,95.33,0.93,MQ,,,Bacteria;Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae,3300005300,,2692613,2699,0,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment S 77C",DOE Joint Genome Institute (JGI),3300005300,Metagenome Analysis,Gp0052399,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,125361107,187608,30,,6.37,6.37,6.37,6.37,0,0,131502262.7
647,3300005300_4,97.25,2.73,HQ,,,Bacteria,3300005300,,2579934,2436,0,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment S 77C",DOE Joint Genome Institute (JGI),3300005300,Metagenome Analysis,Gp0052399,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,125361107,187608,30,,6.37,6.37,6.37,6.37,0,0,128906022.6
667,3300005300_7,85.38,2.68,MQ,,,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus,3300005300,,2212070,2575,0,*Microbiome,Permanent Draft,"Hot Spring microbial communities from Great Boiling Spring, Nevada","Hot spring microbial communities from Great Boiling Spring, Nevada - cellulolytic enrichment S 77C",DOE Joint Genome Institute (JGI),3300005300,Metagenome Analysis,Gp0052399,"Great Boiling Spring, Nevada",40.71458,-119.369659,,6.37,,,,125361107,187608,30,,6.37,6.37,6.37,6.37,0,0,146827251.1
728,3300005963_3,88.81,0,MQ,,,Archaea;Crenarchaeota;Thermoprotei,3300005963,,1351591,1583,0,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hot spring microbial streamer communities from Conch Spring, Yellowstone National Park, USA - C T=80-84",DOE Joint Genome Institute (JGI),3300005963,Metagenome Analysis,Gp0054662,"Conch Spring, Yellowstone National Park, Wyoming, USA",44.5564135,-110.8321631,,8,,,84 C,46964575,105967,3,84,8,8,8,8,0,0,52882079.72
949,3300005966_1,87.96,2.5,MQ,,,Bacteria,3300005966,,3469841,3526,0,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hot spring and microbial mat streamer communities from Octopus Spring Streamers, Yellowstone National Park, USA - T=80-84",DOE Joint Genome Institute (JGI),3300005966,Metagenome Analysis,Gp0054574,"Octopus Spring Streamers, Yellowstone National Park, Wyoming, USA",44.5340836,-110.7978895,,7.8,,,83 C,71045757,131700,12,83,7.8,7.8,7.8,7.8,0,0,80770528.65
950,3300005966_3,84.72,1.3,MQ,,,Bacteria,3300005966,,2800187,2892,0,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hot spring and microbial mat streamer communities from Octopus Spring Streamers, Yellowstone National Park, USA - T=80-84",DOE Joint Genome Institute (JGI),3300005966,Metagenome Analysis,Gp0054574,"Octopus Spring Streamers, Yellowstone National Park, Wyoming, USA",44.5340836,-110.7978895,,7.8,,,83 C,71045757,131700,12,83,7.8,7.8,7.8,7.8,0,0,83859486.54
951,3300005966_7,97.74,2.53,MQ,,,Archaea;Crenarchaeota;Thermoprotei,3300005966,,2016125,2308,0,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hot spring and microbial mat streamer communities from Octopus Spring Streamers, Yellowstone National Park, USA - T=80-84",DOE Joint Genome Institute (JGI),3300005966,Metagenome Analysis,Gp0054574,"Octopus Spring Streamers, Yellowstone National Park, Wyoming, USA",44.5340836,-110.7978895,,7.8,,,83 C,71045757,131700,12,83,7.8,7.8,7.8,7.8,0,0,72688517.5
945,3300005966_8,97.03,0.85,HQ,,,Bacteria;Deinococcus-Thermus;Deinococci;Thermales;Thermaceae;Thermus,3300005966,,1995706,2374,0,*Microbiome,Draft,"Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico","Hot spring and microbial mat streamer communities from Octopus Spring Streamers, Yellowstone National Park, USA - T=80-84",DOE Joint Genome Institute (JGI),3300005966,Metagenome Analysis,Gp0054574,"Octopus Spring Streamers, Yellowstone National Park, Wyoming, USA",44.5340836,-110.7978895,,7.8,,,83 C,71045757,131700,12,83,7.8,7.8,7.8,7.8,0,0,73220402.97
757,3300006065_5,94.83,0,HQ,,,Bacteria,3300006065,,1761067,1831,0,*Microbiome,Permanent Draft,Mini-Metagenome - Microbial communities from the Yellowstone National Park,"Hotspring Microbial Communities from Lower Geyser Basin, Spring Unknown 43 (Mound Spring), Yellowstone National Park, Wyoming, USA - Sample 3, Mini-Metagenomics",Stanford University,3300006065,Metagenome Analysis,Gp0121445,"Yellowstone National Park, Wyoming, USA",44.564833,-110.86325,,,,,55 C,107195016,180698,8,55,,,,,,0,113039139.5
758,3300006065_6,82.68,0,MQ,,,Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Thermotoga;Thermotoga hypogea,3300006065,,1711737,1896,0,*Microbiome,Permanent Draft,Mini-Metagenome - Microbial communities from the Yellowstone National Park,"Hotspring Microbial Communities from Lower Geyser Basin, Spring Unknown 43 (Mound Spring), Yellowstone National Park, Wyoming, USA - Sample 3, Mini-Metagenomics",Stanford University,3300006065,Metagenome Analysis,Gp0121445,"Yellowstone National Park, Wyoming, USA",44.564833,-110.86325,,,,,55 C,107195016,180698,8,55,,,,,,0,129650479
760,3300006065_9,88.98,0.85,MQ,,,Bacteria;Atribacteria;unclassified;unclassified;unclassified;Candidatus Caldatribacteirum;Candidatus Caldatribacterium saccharofermentans,3300006065,,1583291,1809,0,*Microbiome,Permanent Draft,Mini-Metagenome - Microbial communities from the Yellowstone National Park,"Hotspring Microbial Communities from Lower Geyser Basin, Spring Unknown 43 (Mound Spring), Yellowstone National Park, Wyoming, USA - Sample 3, Mini-Metagenomics",Stanford University,3300006065,Metagenome Analysis,Gp0121445,"Yellowstone National Park, Wyoming, USA",44.564833,-110.86325,,,,,55 C,107195016,180698,8,55,,,,,,0,120470910.3
591,3300014149_11,95.45,2.73,HQ,,,Bacteria;Chloroflexi,3300014149,,2672560,2584,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,323119553.7
592,3300014149_12,89.82,4.75,MQ,,,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Thermodesulforhabdus;Thermodesulforhabdus norvegica,3300014149,,2516437,2593,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,343372983.7
593,3300014149_14,96.58,0.24,MQ,,,Bacteria;Cyanobacteria;unclassified;Synechococcales,3300014149,,2491578,2458,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,319339008.1
594,3300014149_15,95.25,0.55,HQ,,,Bacteria,3300014149,,2483302,2123,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,323798019.9
595,3300014149_16,89.22,1.74,MQ,,,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae,3300014149,,2317243,2456,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,345682149.7
596,3300014149_18,97.86,0.24,HQ,,,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae,3300014149,,2206772,2343,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,315162082.6
597,3300014149_19,96.64,0,HQ,,,Bacteria;Proteobacteria,3300014149,,2193619,2131,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,319140743
598,3300014149_20,87.34,2.52,MQ,,,Bacteria,3300014149,,1956407,2055,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,353122983.7
599,3300014149_21,94.55,1.82,HQ,,,Bacteria,3300014149,,1947571,2128,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,326195255.4
602,3300014149_25,87.73,0,MQ,,,Bacteria,3300014149,,1670574,1720,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,351553190.5
604,3300014149_27,80.52,2.25,MQ,,,Bacteria,3300014149,,1465079,1649,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,383032307.5
606,3300014149_29,93.75,0,HQ,,,Bacteria,3300014149,,1164950,1277,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,328978788.3
607,3300014149_30,85.98,0.93,MQ,,,Archaea;Euryarchaeota,3300014149,,1093419,1496,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,358708553.2
612,3300014149_4,96.94,1.83,MQ,,,Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus;Roseiflexus sp. RS-1,3300014149,,5488581,4866,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,318153098.8
613,3300014149_6,83.79,2.78,MQ,,,Bacteria,3300014149,,3711424,3705,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,368084036.3
614,3300014149_7,93.33,4.42,MQ,,,Bacteria,3300014149,,3541391,3504,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,330459245.7
615,3300014149_8,98.91,1.37,MQ,,,Bacteria,3300014149,,3182031,2911,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,311816412.9
616,3300014149_9,98.36,1.91,MQ,,,Bacteria,3300014149,,2994618,2668,0,*Microbiome,Permanent Draft,"In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA","In situ water column microbial community from the vent pool of Chocolate Pots hot spring, Yellowstone National Park, Wyoming, USA - CP Vent Pool","University of Wisconsin, Madison",3300014149,Metagenome Analysis,Gp0208471,"Chocolate Pots hot springs, Yellowstone National Park, Wyoming, USA",44.7101,-110.7413,,5.9,,,51 C,308417614,495057,27,51,5.9,5.9,5.9,5.9,0,0,313559998
861,3300020139_11,95.26,3.86,HQ,,,Bacteria,3300020139,,2864557,2632,0,*Microbiome,Permanent Draft,Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II),"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 70_MetaG",DOE Joint Genome Institute (JGI),3300020139,Metagenome Analysis,Gp0220148,USA: Nevada,40.6614,-119.3661,,,,,70 C,297862735,472175,40,70,,,,,,0,312683954.4
