,scaffold_oid,taxon_oid,completeness,contamination,quality,16S/23S/5SrRNAs,tRNAs,lineage,gene_oid,Gene ID,Locus Tag,Gene Product Name,Genome ID,Genome Name,Batch1,Scaffold ID,Scaffold Length (bp),Scaffold Read Depth,COG,Pfam,KO,Unnamed: 12,bin_name,total_base,gene_count
52,Ga0496376_000376,3300045871,95.79,2.8,medium,1,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__;f__;g__;s__,3300045871 assembled Ga0496376_000376_44125_45696,3300045871 assembled Ga0496376_000376_44125_45696,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000376,60180,145,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10051,,
53,Ga0496376_000277,3300045871,94.39,1.87,medium,1,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Ignisphaeraceae;g__Ignisphaera;s__,3300045871 assembled Ga0496376_000277_60027_61601,3300045871 assembled Ga0496376_000277_60027_61601,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000277,73276,17,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10054,,
54,Ga0496376_000233,3300045871,92.52,0.93,medium,2,15,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Gearchaeales;f__;g__;s__,3300045871 assembled Ga0496376_000233_67487_69010,3300045871 assembled Ga0496376_000233_67487_69010,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000233,80144,724,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10055,,
55,Ga0496376_000903,3300045871,98.13,1.87,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__;s__,3300045871 assembled Ga0496376_000903_731_2296,3300045871 assembled Ga0496376_000903_731_2296,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000903,33233,61,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10056,,
59,Ga0496376_000366,3300045871,100,0.47,medium,2,18,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__,3300045871 assembled Ga0496376_000366_49068_50489,3300045871 assembled Ga0496376_000366_49068_50489,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000366,61222,135,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10062,,
60,Ga0496376_000024,3300045871,100,0,medium,2,17,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__WYZ-LMO11;s__WYZ-LMO11 sp004348015,3300045871 assembled Ga0496376_000024_65049_66578,3300045871 assembled Ga0496376_000024_65049_66578,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000024,267744,36,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10065,,
61,Ga0496376_003434,3300045871,94.86,1.87,medium,1,10,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B26-1;f__UBA233;g__;s__,3300045871 assembled Ga0496376_003434_8841_10268,3300045871 assembled Ga0496376_003434_8841_10268,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_003434,10614,7,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10069,,
62,Ga0496376_000828,3300045871,97.2,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__;s__,3300045871 assembled Ga0496376_000828_5046_6563,3300045871 assembled Ga0496376_000828_5046_6563,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000828,35395,36,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10007,,
63,Ga0496376_000021,3300045871,97.2,1.87,medium,2,10,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__;f__;g__;s__,3300045871 assembled Ga0496376_000021_61171_62619,3300045871 assembled Ga0496376_000021_61171_62619,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000021,286690,28,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10071,,
64,Ga0496376_000108,3300045871,95.79,0.93,medium,2,15,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__TCS64;g__;s__,3300045871 assembled Ga0496376_000108_23766_25310,3300045871 assembled Ga0496376_000108_23766_25310,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000108,119663,21,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10073,,
66,Ga0496376_001257,3300045871,91.59,0,medium,2,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__,3300045871 assembled Ga0496376_001257_5514_7082,3300045871 assembled Ga0496376_001257_5514_7082,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_001257,26035,10,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10079,,
67,Ga0496376_000299,3300045871,99.07,0,medium,2,15,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Caldarchaeales;f__HR02;g__;s__,3300045871 assembled Ga0496376_000299_16300_17841,3300045871 assembled Ga0496376_000299_16300_17841,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000299,69686,185,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10080,,
68,Ga0496376_000973,3300045871,98.13,0.93,medium,2,12,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__;g__;s__,3300045871 assembled Ga0496376_000973_26938_28479,3300045871 assembled Ga0496376_000973_26938_28479,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000973,31622,38,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10081,,
69,Ga0496376_000047,3300045871,98.13,0.93,medium,2,12,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__;g__;s__,3300045871 assembled Ga0496376_000047_65635_67152,3300045871 assembled Ga0496376_000047_65635_67152,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045871,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_04 (*) (MER-FS) (assembled)",1,Ga0496376_000047,188337,37,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045871_10081,,
70,Ga0496373_000645,3300045862,88.94,0,medium,1,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__UBA164;g__UBA160;s__,3300045862 assembled Ga0496373_000645_893_2455,3300045862 assembled Ga0496373_000645_893_2455,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000645,8821,25,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10010,,
71,Ga0496373_000206,3300045862,88.94,0,medium,1,16,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__UBA164;g__UBA160;s__,3300045862 assembled Ga0496373_000206_11722_13278,3300045862 assembled Ga0496373_000206_11722_13278,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000206,20776,24,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10010,,
72,Ga0496373_000187,3300045862,97.2,3.81,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp003431325,3300045862 assembled Ga0496373_000187_19789_21225,3300045862 assembled Ga0496373_000187_19789_21225,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000187,22447,236,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10011,,
73,Ga0496373_000279,3300045862,97.2,3.81,medium,2,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__Acidilobaceae;g__Acidilobus;s__Acidilobus sp003431325,3300045862 assembled Ga0496373_000279_14947_16467,3300045862 assembled Ga0496373_000279_14947_16467,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000279,17256,227,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10011,,
74,Ga0496373_000024,3300045862,97.2,0,medium,2,13,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__,3300045862 assembled Ga0496373_000024_41847_43364,3300045862 assembled Ga0496373_000024_41847_43364,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000024,101192,31,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10012,,
75,Ga0496373_000055,3300045862,94.39,0,medium,1,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045862 assembled Ga0496373_000055_34946_36601,3300045862 assembled Ga0496373_000055_34946_36601,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000055,53261,190,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10014,,
76,Ga0496373_000217,3300045862,94.39,0,medium,1,12,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermocladiaceae;g__Caldivirga;s__Caldivirga sp001663375,3300045862 assembled Ga0496373_000217_2814_4454,3300045862 assembled Ga0496373_000217_2814_4454,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000217,20227,168,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10014,,
77,Ga0496373_000314,3300045862,85.05,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045862 assembled Ga0496373_000314_9055_10692,3300045862 assembled Ga0496373_000314_9055_10692,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000314,15520,9,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10002,,
78,Ga0496373_000159,3300045862,85.05,0,medium,2,11,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__UBA164;f__;g__;s__,3300045862 assembled Ga0496373_000159_7672_9276,3300045862 assembled Ga0496373_000159_7672_9276,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000159,24128,11,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10002,,
79,Ga0496373_000031,3300045862,96.88,0,medium,1,16,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus_A;s__Acidianus_A hospitalis,3300045862 assembled Ga0496373_000031_33338_34807,3300045862 assembled Ga0496373_000031_33338_34807,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000031,76413,28,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10003,,
80,Ga0496373_000014,3300045862,100,0,medium,1,9,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__QEFN01;s__,3300045862 assembled Ga0496373_000014_57408_58877,3300045862 assembled Ga0496373_000014_57408_58877,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000014,142129,1376,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10004,,
81,Ga0496373_000093,3300045862,100,0.93,medium,2,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Sulfolobaceae;g__Acd1;s__Acd1 sp000389735,3300045862 assembled Ga0496373_000093_19942_21456,3300045862 assembled Ga0496373_000093_19942_21456,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000093,35227,1891,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10005,,
82,Ga0496373_000231,3300045862,88.94,0,medium,2,16,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__;s__,3300045862 assembled Ga0496373_000231_4179_5945,3300045862 assembled Ga0496373_000231_4179_5945,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000231,19359,12,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10006,,
84,Ga0496373_000385,3300045862,88.49,0,medium,2,17,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma;s__,3300045862 assembled Ga0496373_000385_2584_4260,3300045862 assembled Ga0496373_000385_2584_4260,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045862,"Hot spring sediment microbial communities from the Sylvan Springs Area, Yellowstone National Park, WY, United States - MSUNE_S_01 (*) (MER-FS) (assembled)",1,Ga0496373_000385,13204,7,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045862_10009,,
85,Ga0496350_001077,3300045904,90.19,0,medium,2,7,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum sp001189275,3300045904 assembled Ga0496350_001077_16013_17611,3300045904 assembled Ga0496350_001077_16013_17611,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045904,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10 (*) (MER-FS) (assembled)",1,Ga0496350_001077,22257,53,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045904_10010,,
86,Ga0496350_000064,3300045904,96.73,2.8,medium,2,16,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__B24;f__B24;g__B24;s__,3300045904 assembled Ga0496350_000064_85483_86979,3300045904 assembled Ga0496350_000064_85483_86979,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045904,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10 (*) (MER-FS) (assembled)",1,Ga0496350_000064,110745,269,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045904_10012,,
87,Ga0496350_003036,3300045904,99.07,0,medium,1,14,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Desulfurococcales;f__NBVN01;g__Zestosphaera;s__,3300045904 assembled Ga0496350_003036_10_1518,3300045904 assembled Ga0496350_003036_10_1518,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045904,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10 (*) (MER-FS) (assembled)",1,Ga0496350_003036,10471,388,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045904_10013,,
88,Ga0496350_002944,3300045904,89.41,1.87,medium,2,7,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__Thermofilaceae;g__Thermofilum;s__,3300045904 assembled Ga0496350_002944_3554_5074,3300045904 assembled Ga0496350_002944_3554_5074,,radical SAM superfamily enzyme YgiQ (UPF0313 family),3300045904,"Hot spring sediment microbial communities from Geyser Creek, Yellowstone National Park, WY, United States - MSUNE_GC_10 (*) (MER-FS) (assembled)",1,Ga0496350_002944,10688,72,"COG1032===Radical SAM superfamily enzyme YgiQ, UPF0313 family",pfam04055===Radical SAM superfamily,,,3300045904_10016,,
